Year,State,District,ST Name,Religion,Persons,Male,Female,Persons (Rural),Male (Rural),Female (Rural),Persons (Urban),Male (Urban),Female (Urban)
"2,001",WEST BENGAL,Puruliya,Mahali,Other religions and persuasions,83,40,43,83,40,43,0,0,0
"2,001",WEST BENGAL,Puruliya,Mahali,Religion not stated,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Puruliya,Mahli,All religions,122,71,51,115,67,48,7,4,3
"2,001",WEST BENGAL,Puruliya,Mahli,Hindu,122,71,51,115,67,48,7,4,3
"2,001",WEST BENGAL,Puruliya,Mal Pahariya,All religions,205,103,102,200,101,99,5,2,3
"2,001",WEST BENGAL,Puruliya,Mal Pahariya,Hindu,200,101,99,200,101,99,0,0,0
"2,001",WEST BENGAL,Puruliya,Mal Pahariya,Christian,5,2,3,0,0,0,5,2,3
"2,001",WEST BENGAL,Puruliya,Mech,All religions,4,1,3,0,0,0,4,1,3
"2,001",WEST BENGAL,Puruliya,Mech,Christian,4,1,3,0,0,0,4,1,3
"2,001",WEST BENGAL,Puruliya,Mru,All religions,7,3,4,0,0,0,7,3,4
"2,001",WEST BENGAL,Puruliya,Mru,Hindu,7,3,4,0,0,0,7,3,4
"2,001",WEST BENGAL,Puruliya,Munda,All religions,"8,776","4,505","4,271","8,505","4,360","4,145",271,145,126
"2,001",WEST BENGAL,Puruliya,Munda,Hindu,"7,422","3,828","3,594","7,279","3,742","3,537",143,86,57
"2,001",WEST BENGAL,Puruliya,Munda,Muslim,6,3,3,4,2,2,2,1,1
"2,001",WEST BENGAL,Puruliya,Munda,Christian,234,115,119,108,57,51,126,58,68
"2,001",WEST BENGAL,Puruliya,Munda,Other religions and persuasions,"1,098",550,548,"1,098",550,548,0,0,0
"2,001",WEST BENGAL,Puruliya,Munda,Religion not stated,16,9,7,16,9,7,0,0,0
"2,001",WEST BENGAL,Puruliya,Oraon,All religions,"6,046","3,143","2,903","5,319","2,767","2,552",727,376,351
"2,001",WEST BENGAL,Puruliya,Oraon,Hindu,"5,622","2,926","2,696","5,166","2,684","2,482",456,242,214
"2,001",WEST BENGAL,Puruliya,Oraon,Muslim,10,5,5,3,3,0,7,2,5
"2,001",WEST BENGAL,Puruliya,Oraon,Christian,329,168,161,72,40,32,257,128,129
"2,001",WEST BENGAL,Puruliya,Oraon,Other religions and persuasions,75,37,38,68,33,35,7,4,3
"2,001",WEST BENGAL,Puruliya,Oraon,Religion not stated,10,7,3,10,7,3,0,0,0
"2,001",WEST BENGAL,Puruliya,Santal,All religions,"303,321","153,728","149,593","300,155","152,037","148,118","3,166","1,691","1,475"
"2,001",WEST BENGAL,Puruliya,Santal,Hindu,"123,496","62,799","60,697","121,480","61,754","59,726","2,016","1,045",971
"2,001",WEST BENGAL,Puruliya,Santal,Muslim,409,220,189,402,217,185,7,3,4
"2,001",WEST BENGAL,Puruliya,Santal,Christian,"1,044",517,527,924,461,463,120,56,64
"2,001",WEST BENGAL,Puruliya,Santal,Sikh,29,10,19,29,10,19,0,0,0
"2,001",WEST BENGAL,Puruliya,Santal,Buddhist,29,12,17,29,12,17,0,0,0
"2,001",WEST BENGAL,Puruliya,Santal,Jain,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Puruliya,Santal,Other religions and persuasions,"177,605","89,819","87,786","176,586","89,235","87,351","1,019",584,435
"2,001",WEST BENGAL,Puruliya,Santal,Religion not stated,708,351,357,704,348,356,4,3,1
"2,001",WEST BENGAL,Puruliya,Sauria Paharia,All religions,54,30,24,54,30,24,0,0,0
"2,001",WEST BENGAL,Puruliya,Sauria Paharia,Hindu,54,30,24,54,30,24,0,0,0
"2,001",WEST BENGAL,Puruliya,Savar,All religions,"7,136","3,494","3,642","7,134","3,492","3,642",2,2,0
"2,001",WEST BENGAL,Puruliya,Savar,Hindu,"6,556","3,204","3,352","6,554","3,202","3,352",2,2,0
"2,001",WEST BENGAL,Puruliya,Savar,Muslim,11,3,8,11,3,8,0,0,0
"2,001",WEST BENGAL,Puruliya,Savar,Christian,108,56,52,108,56,52,0,0,0
"2,001",WEST BENGAL,Puruliya,Savar,Other religions and persuasions,355,176,179,355,176,179,0,0,0
"2,001",WEST BENGAL,Puruliya,Savar,Religion not stated,106,55,51,106,55,51,0,0,0
"2,001",WEST BENGAL,Puruliya,Generic Tribes etc.,All religions,"2,745","1,385","1,360","2,556","1,294","1,262",189,91,98
"2,001",WEST BENGAL,Puruliya,Generic Tribes etc.,Hindu,"2,654","1,346","1,308","2,528","1,280","1,248",126,66,60
"2,001",WEST BENGAL,Puruliya,Generic Tribes etc.,Muslim,6,2,4,5,2,3,1,0,1
"2,001",WEST BENGAL,Puruliya,Generic Tribes etc.,Christian,66,27,39,4,2,2,62,25,37
"2,001",WEST BENGAL,Puruliya,Generic Tribes etc.,Buddhist,3,2,1,3,2,1,0,0,0
"2,001",WEST BENGAL,Puruliya,Generic Tribes etc.,Other religions and persuasions,16,8,8,16,8,8,0,0,0
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,All religions,"798,684","403,962","394,722","774,315","391,617","382,698","24,369","12,345","12,024"
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Hindu,"570,381","289,379","281,002","550,298","279,240","271,058","20,083","10,139","9,944"
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Muslim,"1,097",579,518,"1,027",547,480,70,32,38
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Christian,"12,547","6,234","6,313","11,517","5,750","5,767","1,030",484,546
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Sikh,41,17,24,27,12,15,14,5,9
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Buddhist,176,96,80,124,68,56,52,28,24
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Jain,4,1,3,3,0,3,1,1,0
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Other religions and persuasions,"212,296","106,585","105,711","209,297","104,989","104,308","2,999","1,596","1,403"
"2,001",WEST BENGAL,Medinipur,All Scheduled Tribes,Religion not stated,"2,142","1,071","1,071","2,022","1,011","1,011",120,60,60
"2,001",WEST BENGAL,Medinipur,Asur,All religions,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,Medinipur,Asur,Hindu,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,Medinipur,Baiga,All religions,"11,205","5,685","5,520","11,139","5,650","5,489",66,35,31
"2,001",WEST BENGAL,Medinipur,Baiga,Hindu,"11,169","5,665","5,504","11,103","5,630","5,473",66,35,31
"2,001",WEST BENGAL,Medinipur,Baiga,Muslim,20,11,9,20,11,9,0,0,0
"2,001",WEST BENGAL,Medinipur,Baiga,Buddhist,2,2,0,2,2,0,0,0,0
"2,001",WEST BENGAL,Medinipur,Baiga,Other religions and persuasions,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Medinipur,Baiga,Religion not stated,10,5,5,10,5,5,0,0,0
"2,001",WEST BENGAL,Medinipur,Bedia etc.,All religions,469,217,252,412,190,222,57,27,30
"2,001",WEST BENGAL,Medinipur,Bedia etc.,Hindu,468,217,251,412,190,222,56,27,29
"2,001",WEST BENGAL,Medinipur,Bedia etc.,Muslim,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Medinipur,Bhumij,All religions,"91,835","46,529","45,306","88,929","45,085","43,844","2,906","1,444","1,462"
"2,001",WEST BENGAL,Medinipur,Bhumij,Hindu,"90,288","45,750","44,538","87,437","44,336","43,101","2,851","1,414","1,437"
"2,001",WEST BENGAL,Medinipur,Bhumij,Muslim,68,34,34,63,32,31,5,2,3
"2,001",WEST BENGAL,Medinipur,Bhumij,Christian,128,50,78,111,42,69,17,8,9
"2,001",WEST BENGAL,Medinipur,Bhumij,Sikh,5,2,3,5,2,3,0,0,0
"2,001",WEST BENGAL,Medinipur,Bhumij,Buddhist,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Bhumij,Other religions and persuasions,"1,195",620,575,"1,173",606,567,22,14,8
"2,001",WEST BENGAL,Medinipur,Bhumij,Religion not stated,150,73,77,139,67,72,11,6,5
"2,001",WEST BENGAL,Medinipur,Bhutia etc.,All religions,324,178,146,309,171,138,15,7,8
"2,001",WEST BENGAL,Medinipur,Bhutia etc.,Hindu,246,136,110,235,130,105,11,6,5
"2,001",WEST BENGAL,Medinipur,Bhutia etc.,Muslim,2,2,0,2,2,0,0,0,0
"2,001",WEST BENGAL,Medinipur,Bhutia etc.,Christian,4,1,3,0,0,0,4,1,3
"2,001",WEST BENGAL,Medinipur,Bhutia etc.,Buddhist,71,39,32,71,39,32,0,0,0
"2,001",WEST BENGAL,Medinipur,Bhutia etc.,Jain,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Birhor,All religions,26,9,17,26,9,17,0,0,0
"2,001",WEST BENGAL,Medinipur,Birhor,Hindu,26,9,17,26,9,17,0,0,0
"2,001",WEST BENGAL,Medinipur,Birjia,All religions,10,6,4,5,2,3,5,4,1
"2,001",WEST BENGAL,Medinipur,Birjia,Hindu,10,6,4,5,2,3,5,4,1
"2,001",WEST BENGAL,Medinipur,Chakma,All religions,33,20,13,27,16,11,6,4,2
"2,001",WEST BENGAL,Medinipur,Chakma,Hindu,30,18,12,27,16,11,3,2,1
"2,001",WEST BENGAL,Medinipur,Chakma,Christian,3,2,1,0,0,0,3,2,1
"2,001",WEST BENGAL,Medinipur,Chero,All religions,25,13,12,17,10,7,8,3,5
"2,001",WEST BENGAL,Medinipur,Chero,Hindu,22,12,10,17,10,7,5,2,3
"2,001",WEST BENGAL,Medinipur,Chero,Christian,3,1,2,0,0,0,3,1,2
"2,001",WEST BENGAL,Medinipur,Chik Baraik,All religions,184,92,92,167,81,86,17,11,6
"2,001",WEST BENGAL,Medinipur,Chik Baraik,Hindu,179,90,89,166,80,86,13,10,3
"2,001",WEST BENGAL,Medinipur,Chik Baraik,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Medinipur,Chik Baraik,Christian,4,1,3,0,0,0,4,1,3
"2,001",WEST BENGAL,Medinipur,Garo,All religions,74,44,30,65,40,25,9,4,5
"2,001",WEST BENGAL,Medinipur,Garo,Hindu,64,37,27,55,33,22,9,4,5
"2,001",WEST BENGAL,Medinipur,Garo,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Medinipur,Garo,Christian,5,4,1,5,4,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Garo,Other religions and persuasions,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Medinipur,Gond,All religions,550,258,292,128,66,62,422,192,230
"2,001",WEST BENGAL,Medinipur,Gond,Hindu,543,256,287,128,66,62,415,190,225
"2,001",WEST BENGAL,Medinipur,Gond,Christian,7,2,5,0,0,0,7,2,5
"2,001",WEST BENGAL,Medinipur,Gorait,All religions,11,8,3,5,3,2,6,5,1
"2,001",WEST BENGAL,Medinipur,Gorait,Hindu,11,8,3,5,3,2,6,5,1
"2,001",WEST BENGAL,Medinipur,Hajang,All religions,30,17,13,0,0,0,30,17,13
"2,001",WEST BENGAL,Medinipur,Hajang,Hindu,26,15,11,0,0,0,26,15,11
"2,001",WEST BENGAL,Medinipur,Hajang,Christian,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,Medinipur,Ho,All religions,"11,282","5,640","5,642","11,171","5,581","5,590",111,59,52
"2,001",WEST BENGAL,Medinipur,Ho,Hindu,"10,848","5,416","5,432","10,758","5,368","5,390",90,48,42
"2,001",WEST BENGAL,Medinipur,Ho,Muslim,4,1,3,4,1,3,0,0,0
"2,001",WEST BENGAL,Medinipur,Ho,Other religions and persuasions,373,196,177,352,185,167,21,11,10
"2,001",WEST BENGAL,Medinipur,Ho,Religion not stated,57,27,30,57,27,30,0,0,0
"2,001",WEST BENGAL,Medinipur,Karmali,All religions,191,102,89,86,49,37,105,53,52
"2,001",WEST BENGAL,Medinipur,Karmali,Hindu,178,95,83,73,42,31,105,53,52
"2,001",WEST BENGAL,Medinipur,Karmali,Other religions and persuasions,13,7,6,13,7,6,0,0,0
"2,001",WEST BENGAL,Medinipur,Kharwar,All religions,"1,722",873,849,"1,673",848,825,49,25,24
"2,001",WEST BENGAL,Medinipur,Kharwar,Hindu,"1,679",850,829,"1,632",827,805,47,23,24
"2,001",WEST BENGAL,Medinipur,Kharwar,Christian,2,2,0,0,0,0,2,2,0
"2,001",WEST BENGAL,Medinipur,Kharwar,Other religions and persuasions,41,21,20,41,21,20,0,0,0
"2,001",WEST BENGAL,Medinipur,Khond,All religions,37,18,19,20,9,11,17,9,8
"2,001",WEST BENGAL,Medinipur,Khond,Hindu,31,15,16,14,6,8,17,9,8
"2,001",WEST BENGAL,Medinipur,Khond,Religion not stated,6,3,3,6,3,3,0,0,0
"2,001",WEST BENGAL,Medinipur,Kisan,All religions,95,48,47,67,35,32,28,13,15
"2,001",WEST BENGAL,Medinipur,Kisan,Hindu,91,47,44,67,35,32,24,12,12
"2,001",WEST BENGAL,Medinipur,Kisan,Christian,4,1,3,0,0,0,4,1,3
"2,001",WEST BENGAL,Medinipur,Kora,All religions,"24,861","12,511","12,350","24,476","12,326","12,150",385,185,200
"2,001",WEST BENGAL,Medinipur,Kora,Hindu,"22,710","11,447","11,263","22,369","11,277","11,092",341,170,171
"2,001",WEST BENGAL,Medinipur,Kora,Muslim,80,38,42,73,37,36,7,1,6
"2,001",WEST BENGAL,Medinipur,Kora,Christian,"1,574",773,801,"1,553",765,788,21,8,13
"2,001",WEST BENGAL,Medinipur,Kora,Sikh,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Medinipur,Kora,Buddhist,5,1,4,5,1,4,0,0,0
"2,001",WEST BENGAL,Medinipur,Kora,Jain,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Kora,Other religions and persuasions,484,250,234,469,244,225,15,6,9
"2,001",WEST BENGAL,Medinipur,Kora,Religion not stated,6,2,4,6,2,4,0,0,0
"2,001",WEST BENGAL,Medinipur,Korwa,All religions,250,129,121,230,117,113,20,12,8
"2,001",WEST BENGAL,Medinipur,Korwa,Hindu,247,128,119,228,116,112,19,12,7
"2,001",WEST BENGAL,Medinipur,Korwa,Muslim,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Korwa,Other religions and persuasions,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Medinipur,Lepcha,All religions,99,59,40,94,56,38,5,3,2
"2,001",WEST BENGAL,Medinipur,Lepcha,Hindu,41,28,13,41,28,13,0,0,0
"2,001",WEST BENGAL,Medinipur,Lepcha,Christian,35,15,20,33,14,19,2,1,1
"2,001",WEST BENGAL,Medinipur,Lepcha,Buddhist,23,16,7,20,14,6,3,2,1
"2,001",WEST BENGAL,Medinipur,Lodha etc.,All religions,"36,624","18,721","17,903","35,894","18,357","17,537",730,364,366
"2,001",WEST BENGAL,Medinipur,Lodha etc.,Hindu,"36,365","18,594","17,771","35,652","18,239","17,413",713,355,358
"2,001",WEST BENGAL,Medinipur,Lodha etc.,Muslim,18,8,10,18,8,10,0,0,0
"2,001",WEST BENGAL,Medinipur,Lodha etc.,Christian,95,45,50,84,39,45,11,6,5
"2,001",WEST BENGAL,Medinipur,Lodha etc.,Other religions and persuasions,108,56,52,102,53,49,6,3,3
"2,001",WEST BENGAL,Medinipur,Lodha etc.,Religion not stated,38,18,20,38,18,20,0,0,0
"2,001",WEST BENGAL,Medinipur,Lohara etc.,All religions,"1,513",787,726,845,434,411,668,353,315
"2,001",WEST BENGAL,Medinipur,Lohara etc.,Hindu,"1,429",745,684,817,424,393,612,321,291
"2,001",WEST BENGAL,Medinipur,Lohara etc.,Muslim,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Medinipur,Lohara etc.,Christian,22,12,10,0,0,0,22,12,10
"2,001",WEST BENGAL,Medinipur,Lohara etc.,Buddhist,4,1,3,0,0,0,4,1,3
"2,001",WEST BENGAL,Medinipur,Lohara etc.,Other religions and persuasions,47,22,25,28,10,18,19,12,7
"2,001",WEST BENGAL,Medinipur,Lohara etc.,Religion not stated,10,6,4,0,0,0,10,6,4
"2,001",WEST BENGAL,Medinipur,Magh,All religions,73,43,30,0,0,0,73,43,30
"2,001",WEST BENGAL,Medinipur,Magh,Hindu,25,16,9,0,0,0,25,16,9
"2,001",WEST BENGAL,Medinipur,Magh,Christian,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,Medinipur,Magh,Buddhist,43,24,19,0,0,0,43,24,19
"2,001",WEST BENGAL,Medinipur,Magh,Jain,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Medinipur,Mahali,All religions,"12,183","6,243","5,940","11,405","5,855","5,550",778,388,390
"2,001",WEST BENGAL,Medinipur,Mahali,Hindu,"11,090","5,695","5,395","10,333","5,317","5,016",757,378,379
"2,001",WEST BENGAL,Medinipur,Mahali,Muslim,26,13,13,26,13,13,0,0,0
"2,001",WEST BENGAL,Medinipur,Mahali,Christian,74,41,33,71,40,31,3,1,2
"2,001",WEST BENGAL,Medinipur,Mahali,Other religions and persuasions,992,493,499,974,484,490,18,9,9
"2,001",WEST BENGAL,Medinipur,Mahali,Religion not stated,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Medinipur,Mahli,All religions,128,61,67,123,59,64,5,2,3
"2,001",WEST BENGAL,Medinipur,Mahli,Hindu,106,51,55,101,49,52,5,2,3
"2,001",WEST BENGAL,Medinipur,Mahli,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Medinipur,Mahli,Other religions and persuasions,21,9,12,21,9,12,0,0,0
"2,001",WEST BENGAL,Medinipur,Mal Pahariya,All religions,19,8,11,8,2,6,11,6,5
"2,001",WEST BENGAL,Medinipur,Mal Pahariya,Hindu,19,8,11,8,2,6,11,6,5
"2,001",WEST BENGAL,Medinipur,Mech,All religions,158,82,76,158,82,76,0,0,0
"2,001",WEST BENGAL,Medinipur,Mech,Hindu,158,82,76,158,82,76,0,0,0
"2,001",WEST BENGAL,Medinipur,Mru,All religions,37,17,20,0,0,0,37,17,20
"2,001",WEST BENGAL,Medinipur,Mru,Hindu,30,15,15,0,0,0,30,15,15
"2,001",WEST BENGAL,Medinipur,Mru,Christian,7,2,5,0,0,0,7,2,5
"2,001",WEST BENGAL,Medinipur,Munda,All religions,"65,501","33,065","32,436","63,795","32,244","31,551","1,706",821,885
"2,001",WEST BENGAL,Medinipur,Munda,Hindu,"63,013","31,851","31,162","61,497","31,116","30,381","1,516",735,781
"2,001",WEST BENGAL,Medinipur,Munda,Muslim,52,32,20,49,30,19,3,2,1
"2,001",WEST BENGAL,Medinipur,Munda,Christian,276,133,143,166,85,81,110,48,62
"2,001",WEST BENGAL,Medinipur,Munda,Sikh,12,4,8,3,0,3,9,4,5
"2,001",WEST BENGAL,Medinipur,Munda,Buddhist,3,2,1,3,2,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Munda,Other religions and persuasions,"2,050","1,001","1,049","2,016",982,"1,034",34,19,15
"2,001",WEST BENGAL,Medinipur,Munda,Religion not stated,95,42,53,61,29,32,34,13,21
"2,001",WEST BENGAL,Medinipur,Nagesia,All religions,142,65,77,127,59,68,15,6,9
"2,001",WEST BENGAL,Medinipur,Nagesia,Hindu,140,63,77,126,58,68,14,5,9
"2,001",WEST BENGAL,Medinipur,Nagesia,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Medinipur,Nagesia,Christian,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Medinipur,Oraon,All religions,"2,643","1,339","1,304","1,277",649,628,"1,366",690,676
"2,001",WEST BENGAL,Medinipur,Oraon,Hindu,"2,260","1,139","1,121","1,249",634,615,"1,011",505,506
"2,001",WEST BENGAL,Medinipur,Oraon,Muslim,6,3,3,1,0,1,5,3,2
"2,001",WEST BENGAL,Medinipur,Oraon,Christian,367,193,174,23,14,9,344,179,165
"2,001",WEST BENGAL,Medinipur,Oraon,Sikh,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Medinipur,Oraon,Other religions and persuasions,5,2,3,0,0,0,5,2,3
"2,001",WEST BENGAL,Medinipur,Oraon,Religion not stated,4,1,3,4,1,3,0,0,0
"2,001",WEST BENGAL,Medinipur,Parhaiya,All religions,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,Medinipur,Parhaiya,Hindu,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,Medinipur,Rabha,All religions,290,156,134,284,154,130,6,2,4
"2,001",WEST BENGAL,Medinipur,Rabha,Hindu,282,151,131,276,149,127,6,2,4
"2,001",WEST BENGAL,Medinipur,Rabha,Muslim,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Rabha,Christian,7,5,2,7,5,2,0,0,0
"2,001",WEST BENGAL,Medinipur,Santal,All religions,"503,899","254,520","249,379","490,717","247,757","242,960","13,182","6,763","6,419"
"2,001",WEST BENGAL,Medinipur,Santal,Hindu,"285,391","144,839","140,552","275,592","139,837","135,755","9,799","5,002","4,797"
"2,001",WEST BENGAL,Medinipur,Santal,Muslim,769,407,362,721,384,337,48,23,25
"2,001",WEST BENGAL,Medinipur,Santal,Christian,"9,816","4,889","4,927","9,374","4,691","4,683",442,198,244
"2,001",WEST BENGAL,Medinipur,Santal,Sikh,22,10,12,19,10,9,3,0,3
"2,001",WEST BENGAL,Medinipur,Santal,Buddhist,16,8,8,14,7,7,2,1,1
"2,001",WEST BENGAL,Medinipur,Santal,Other religions and persuasions,"206,271","103,555","102,716","203,448","102,051","101,397","2,823","1,504","1,319"
"2,001",WEST BENGAL,Medinipur,Santal,Religion not stated,"1,614",812,802,"1,549",777,772,65,35,30
"2,001",WEST BENGAL,Medinipur,Sauria Paharia,All religions,5,4,1,0,0,0,5,4,1
"2,001",WEST BENGAL,Medinipur,Sauria Paharia,Hindu,5,4,1,0,0,0,5,4,1
"2,001",WEST BENGAL,Medinipur,Savar,All religions,"25,877","13,246","12,631","25,220","12,918","12,302",657,328,329
"2,001",WEST BENGAL,Medinipur,Savar,Hindu,"25,418","13,003","12,415","24,762","12,675","12,087",656,328,328
"2,001",WEST BENGAL,Medinipur,Savar,Muslim,25,15,10,25,15,10,0,0,0
"2,001",WEST BENGAL,Medinipur,Savar,Christian,22,12,10,22,12,10,0,0,0
"2,001",WEST BENGAL,Medinipur,Savar,Buddhist,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Savar,Jain,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Medinipur,Savar,Other religions and persuasions,317,162,155,316,162,154,1,0,1
"2,001",WEST BENGAL,Medinipur,Savar,Religion not stated,93,54,39,93,54,39,0,0,0
"2,001",WEST BENGAL,Medinipur,Generic Tribes etc.,All religions,"6,271","3,145","3,126","5,416","2,703","2,713",855,442,413
"2,001",WEST BENGAL,Medinipur,Generic Tribes etc.,Hindu,"5,735","2,874","2,861","4,929","2,454","2,475",806,420,386
"2,001",WEST BENGAL,Medinipur,Generic Tribes etc.,Muslim,18,9,9,18,9,9,0,0,0
"2,001",WEST BENGAL,Medinipur,Generic Tribes etc.,Christian,83,45,38,68,39,29,15,6,9
"2,001",WEST BENGAL,Medinipur,Generic Tribes etc.,Buddhist,7,3,4,7,3,4,0,0,0
"2,001",WEST BENGAL,Medinipur,Generic Tribes etc.,Other religions and persuasions,370,187,183,336,171,165,34,16,18
"2,001",WEST BENGAL,Medinipur,Generic Tribes etc.,Religion not stated,58,27,31,58,27,31,0,0,0
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,All religions,"19,168","9,959","9,209","8,543","4,202","4,341","10,625","5,757","4,868"
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Hindu,"15,523","8,038","7,485","8,249","4,046","4,203","7,274","3,992","3,282"
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Muslim,385,188,197,68,30,38,317,158,159
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Christian,"2,258","1,179","1,079",45,22,23,"2,213","1,157","1,056"
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Sikh,3,2,1,1,1,0,2,1,1
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Buddhist,274,149,125,45,22,23,229,127,102
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Jain,4,3,1,0,0,0,4,3,1
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Other religions and persuasions,665,362,303,91,49,42,574,313,261
"2,001",WEST BENGAL,Haora,All Scheduled Tribes,Religion not stated,56,38,18,44,32,12,12,6,6
"2,001",WEST BENGAL,Haora,Asur,All religions,109,68,41,0,0,0,109,68,41
"2,001",WEST BENGAL,Haora,Asur,Hindu,59,33,26,0,0,0,59,33,26
"2,001",WEST BENGAL,Haora,Asur,Muslim,48,34,14,0,0,0,48,34,14
"2,001",WEST BENGAL,Haora,Asur,Christian,2,1,1,0,0,0,2,1,1
"2,001",WEST BENGAL,Haora,Baiga,All religions,7,2,5,0,0,0,7,2,5
"2,001",WEST BENGAL,Haora,Baiga,Hindu,7,2,5,0,0,0,7,2,5
"2,001",WEST BENGAL,Haora,Bedia etc.,All religions,86,41,45,0,0,0,86,41,45
"2,001",WEST BENGAL,Haora,Bedia etc.,Hindu,86,41,45,0,0,0,86,41,45
"2,001",WEST BENGAL,Haora,Bhumij,All religions,658,337,321,427,217,210,231,120,111
"2,001",WEST BENGAL,Haora,Bhumij,Hindu,635,326,309,427,217,210,208,109,99
"2,001",WEST BENGAL,Haora,Bhumij,Muslim,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Haora,Bhumij,Christian,22,10,12,0,0,0,22,10,12
"2,001",WEST BENGAL,Haora,Bhutia etc.,All religions,21,8,13,0,0,0,21,8,13
"2,001",WEST BENGAL,Haora,Bhutia etc.,Hindu,9,4,5,0,0,0,9,4,5
"2,001",WEST BENGAL,Haora,Bhutia etc.,Christian,12,4,8,0,0,0,12,4,8
"2,001",WEST BENGAL,Haora,Birhor,All religions,7,1,6,0,0,0,7,1,6
"2,001",WEST BENGAL,Haora,Birhor,Hindu,2,0,2,0,0,0,2,0,2
"2,001",WEST BENGAL,Haora,Birhor,Christian,5,1,4,0,0,0,5,1,4
"2,001",WEST BENGAL,Haora,Birjia,All religions,12,4,8,7,1,6,5,3,2
"2,001",WEST BENGAL,Haora,Birjia,Hindu,12,4,8,7,1,6,5,3,2
"2,001",WEST BENGAL,Haora,Chakma,All religions,10,6,4,4,2,2,6,4,2
"2,001",WEST BENGAL,Haora,Chakma,Hindu,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Haora,Chakma,Buddhist,6,4,2,0,0,0,6,4,2
"2,001",WEST BENGAL,Haora,Chero,All religions,36,23,13,0,0,0,36,23,13
"2,001",WEST BENGAL,Haora,Chero,Hindu,33,21,12,0,0,0,33,21,12
"2,001",WEST BENGAL,Haora,Chero,Buddhist,3,2,1,0,0,0,3,2,1
"2,001",WEST BENGAL,Haora,Chik Baraik,All religions,29,17,12,29,17,12,0,0,0
"2,001",WEST BENGAL,Haora,Chik Baraik,Hindu,29,17,12,29,17,12,0,0,0
"2,001",WEST BENGAL,Haora,Garo,All religions,67,15,52,67,15,52,0,0,0
"2,001",WEST BENGAL,Haora,Garo,Hindu,66,14,52,66,14,52,0,0,0
"2,001",WEST BENGAL,Haora,Garo,Other religions and persuasions,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Haora,Gond,All religions,587,352,235,0,0,0,587,352,235
"2,001",WEST BENGAL,Haora,Gond,Hindu,581,350,231,0,0,0,581,350,231
"2,001",WEST BENGAL,Haora,Gond,Christian,5,1,4,0,0,0,5,1,4
